id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
14365,0,"title , foreword",,,1994,foreword,ee garcia,,
14368,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,design and implementation of the relationlog deductive database system,"m liu , r shan",,
14372,0,xsb as a deductive database,"k sagonas , t swift , d warren",sigmod conference,1994,duplicates and aggregates in deductive databases,"is muiviick , h pirahesh , r ramakrishnan","proceedings of the 16th international vldb con & ence ( brisbane & hellip ; ,",
14374,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the arechitecture of an active database management system,"r dennis , du mccarthy","proc . of acm sigmod symposium on man agement of data ,",
14375,0,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,mining fuzzy association rules in a bank-account database,"wh au , kcc chan","ieee transactions on fuzzy systems ,",2003.0
14376,0,automation in information extraction and data integration,,,2002,automatic extraction and integration of bibliographic information on the web using hidden markov,j geng,,2002.0
14377,0,the merge/purge problem for large databases,"m hernсndez , s stolfo",sigmod conference,1995,accelerating em for large databases,"b thiesson , c meek , d heckerman","machine learning ,",2001.0
14379,1,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","f waas , c galindo-legaria",sigmod conference,2000,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","f waas , c galindo-legaria","sigmod conference ,",2000.0
14380,0,bringing object-relational technology to mainstream,"v krishnamurthy , s banerjee , a nori",sigmod conference,1999,instructional technology to enhance teaching,"be roth , d sanders","new directions for higher education ,",1996.0
14381,1,agent-based semantic interoperability in infosleuth,"j fowler , b perry , m nodine , b bargmeyer",sigmod record,1999,agent-based semantic interoperability in infosleuth,"t austin , b bargmeyer , ep agency","sigmod record ,",1999.0
14382,0,dwms : data warehouse management system,n mohan,vldb,1996,emerging data management systems : close-up and personal,y ioannidis,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0
14383,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,view updates in relational databases with an independent scheme,r langerak,"acm transactions on database systems ,",1990.0
14384,1,quotient cube : how to summarize the semantics of a data cube,"l lakshmanan , j pei , j han",vldb,2002,quotient cube : how to summarize the semantics of a data cubefast,"l lakshmanan , j pei , j han","proceedings of 28th international conference on very large & hellip ; ,",
14386,0,parallel algorithms for high-dimensional similarity joins for data mining applications,"j shafer , r agrawal",vldb,1997,automatic subspace clustering of high dimensional data for data mining applications,"raj gehrke , dgp raghavan",,
14387,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,an axiomatic model for deductive object-oriented databases,"zt kardkovacs , gm suranyi",,
14388,0,genesys : a system for efficient spatial query processing,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,object decomposition for spatial query processing,"yj lee , sj lee , cw chung",,
14390,1,managing a db2 parallel edition database,g fecteau,vldb,1995,managing a db2 parallel edition database,g fecteau,"proceedings of the international conference on very large & hellip ; ,",1995.0
14391,0,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon",vldb,1999,epidemic algorithms in replicated databases,r steinke,,
14392,0,irisnet : an architecture for internet-scale sensing services,"s nath , a deshpande , y ke , p gibbons , b karp , s seshan",vldb,2003,an architecture for in-internet hybrid services,"ca licciardi , g canal , a andreetto , p lago","computer networks ,",2001.0
14393,1,beyond document similarity : understanding value-based search and browsing technologies,"a paepcke , h garcia-molina , g rodrэguez-mulр , j cho",sigmod record,2000,beyond document similarity : understanding value-based search and browsing technologies,"sigmod record , 2000","sigmod record ,",2000.0
14396,0,querying atsql databases with temporal logic,"j chomicki , d toman , m bіhlen",acm trans . database syst .,2001,temporal databases,rt snodgrass,,
14398,1,a content-based multimedia server for massively parallel architectures,"w o'connell , i ieong , d schrader , c watson , g au , a biliris , s choo , p colin , g linderman , e panagos , j wang , t walters",sigmod conference,1996,"etal. , prospector : a content-based multimedia object server for massively parallel architectures","woâ ?? connell , it ieong , d schrader","proceedings of the acm sigmod conference on management of & hellip ; ,",
14401,0,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994,an introduction to spatial database systems,rh gtlting,"spatial database systems of the vldb journal ,",
14402,0,describing semistructured data,l cardelli,sigmod record,2001,query optimizationfor semistructured data,jmhj widom,"technical report , stanford university database group , november",
14403,0,editor 's notes,l liu,sigmod record,2003,editor 's notes,sb merriam,"new directions for adult and continuing education ,",
14404,1,practical applications of triggers and constraints : success and lingering issues ( 10-year award ),"s ceri , r cochrane , j widom",vldb,2000,practical applications of triggers and constraints : success stories and lingering issues . invited,"s ceri , r cochrane , f widom","proc . 26th vldb , cairo , egypt , september ,",
14405,0,editor 's notes,l liu,sigmod record,2003,editorsâ ?? notes,"l yorks , e kasl","new directions for adult and continuing education ,",2002.0
14406,0,s3 : similarity search in cad database systems,"s berchtold , h kriegel",sigmod conference,1997,similarity search in multimedia databases,m patella,,
14410,0,an efficient method for checking object-oriented database schema correctness,"a formica , h grіger , m missikoff",acm trans . database syst .,1998,a logical semantics for object-oriented databases,j meseguer,,
14411,1,icicles : self-tuning samples for approximate query answering,"v ganti , m lee , r ramakrishnan",vldb,2000,icicles : selftuning samples for approximate query processing,"v ganti , ml lee , r ramakrishnan","proceedings of vldb ,",
14412,0,reminiscences on influential papers,,,1999,reminiscences on influential papers,hgm stanlbrd,"sigmod record ,",1998.0
14413,0,guest editorial,,,2003,guest editorial,mp atkinson,"the vldb journal the international journal on very large & hellip ; ,",2000.0
14414,0,the changing landscape of the software industry and its implications for india,u gupta,vldb,1996,globalization of the airline industry and implications for canada,mw tretheway,"proceedings of canadian transportation research forum 25 & hellip ; ,",
14419,0,update propagation strategies to improve freshness in lazy master replicated databases,"e pacitti , e simon",vldb j.,2000,replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon","distributed and parallel databases ,",2001.0
14420,0,continuous queries over data streams,"s babu , j widom",sigmod record,2001,processing of continuous queries over unlimited data streams,"e vossough , jr getta",,
14422,0,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb,2002,"singh : , ak efficient index structures for string databases",t kahveci,proc . of the international conference on very large data,
14423,0,locating data sources in large distributed systems,"l galanis , y wang , s jeffery , d dewitt",vldb,2003,a locking protocol for resource coordination in distributed systems,"da menasce , gj popek , rr muntz","tods , june ,",
14424,0,sql open heterogeneous data access,"b reinwald , h pirahesh",sigmod conference,1998,metrics for accessing heterogeneous data : is there any hope ?,l seligman,"proceedings of the international conference on very large & hellip ; ,",1995.0
14425,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,theseus -- a programming language for relational databeses,je shopiro,"acm transactions on database systems ,",1979.0
14426,0,rp * : a family of order preserving scalable distributed data structures,"w litwin , m neimat , d schneider",vldb,1994,"lh * - a scalable , distributed data store","w litwin , ma neimat , da schneider","acm transactions on database systems ( tods ) ,",
14427,0,query by diagram : a graphical environment for querying databases,"t catarci , g santucci",sigmod conference,1994,xqbe : a visual environment for learning xml query languages,"d braga , a campi , s ceri , a raffio","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
14428,0,guest editor 's introduction,,,1998,parallel i/o systems - guest editor 's introduction,a choudhary,"journal of parallel and distributed computing ,",
14429,0,improving performance with bulk-inserts in oracle r-trees,"n an , k kanth , s ravada",vldb,2003,improved query performance with variant indexes,"eon patrick , d quass","sigmod conference ,",
14430,0,dwms : data warehouse management system,n mohan,vldb,1996,temporal support in database management systems,"g introduction , p statement",,
14432,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,fuzzy data mining : discovery of fuzzy generalized association rules,"g chen , q wei , ee kerre","studies in fuzziness and soft computing ,",2000.0
14433,0,editor 's notes,jennifer widom,sigmod record,1996,editors ' notes,"lf goodchild , ke green , el katz , rc kluever","new directions for higher education ,",
14434,1,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha",vldb,2003,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha","proceedings of the international conference on very large & hellip ; ,",2003.0
14439,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,"a query language for manipulating object-oriented databases , ''","am alashqur , syw su , h lam","proceedings of the fifth international conference on vldb , & hellip ; ,",
14440,0,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,fuzzy data mining : discovery of fuzzy generalized association rules,"g chen , q wei , ee kerre","studies in fuzziness and soft computing ,",2000.0
14441,1,describing and using query capabilities of heterogeneous sources,"v vassalos , y papakonstantinou",vldb,1997,describing and using query capabilities of heterogeneous sources,"v vassalos , y papakonstantinou","vldb ,",1997.0
14443,0,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,the architecture of an active database management system,"u dayal , d mccarthy","acm sigmod conf ,",
14444,0,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001,view maintenance in a warehousing environment,"y zhung , mh garcia , j hammerâ ? ¦","proceedings of the acm sigmod international conference on & hellip ; ,",
14445,0,efficient geometry-based similarity search of 3d spatial databases,d keim,sigmod conference,1999,substructure similarity search in graph databases,"x yan , ps yu , j han","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
14447,0,the tv-tree : an index structure for high-dimensional data,"k lin , h jagadish , c faloutsos",vldb j.,1994,the ssã · - tree : an improved index structure for similarity searches in a high-dimensional feature,"r kurniawati , js jin , ja shepherd",,
14448,0,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,1998,similarity search in multimedia databases,m patella,,
14450,1,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,discovery of multiple-level association rules from large databases,"j han , y fu",,1995.0
14453,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,object systems over relational databases,mk crowe,"information and software technology ,",1993.0
14454,0,applying formal methods to semantic-based decomposition of transactions,"p ammann , s jajodia , i ray",acm trans . database syst .,1997,using formal methods to reason about semantics-based decompositions of transactions,"p ammann , s jajodia , i ray","proceedings of the international conference on very large & hellip ; ,",1995.0
14457,0,composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,automatic composition of transition-based semantic web services with messaging,"d berardi , d calvanese , g de giacomo , r hull , m","proceedings of the 31st international conference on very & hellip ; ,",2005.0
14460,0,fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",vldb j.,1995,or-sml : a functional database programming language for disjunctive information and its applications,"e gunter , l libkin","lecture notes in computer science ,",1994.0
14461,0,type classification of semi-structured documents,"m tresch , n palmer , a luniewski",vldb,1995,ontology-based semantic classification of unstructured documents,"ck cheng , x pan , f kurfess",,
14463,0,composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,daml-s : web service description for the semantic web,"a ankolekar , m burstein , jr hobbs , o lassila , d","lecture notes in computer science ,",2002.0
14466,0,"object-oriented , rapid application development in a pc database environment",f team,sigmod conference,1995,rapid application development,j martin,,1991.0
14467,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,a concurrency control protocol for read-only transactions in real-time secure database systems,"h han , s park , c park",,
14468,0,"proceedings of the 2002 acm sigmod international conference on management of data , madison , wisconsin , june 3-6 , 2002",,,2002,"blocation-based spatial queries , ^ in proceedings of the acm international conference on management","j zhang , m zhu , d papadias , y tao , dl lee",,2003.0
14469,0,min-max compression methods for medical image databases,"k karadimitriou , j tyler",sigmod record,1997,image processing on compressed data for large databases,"a arman , a hsu , m chiu","proc . of acm multimedia ,",
14470,0,data and knowledge base research at hong kong university of science and technology,"p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich",sigmod record,1995,database research at columbia university .,acms anthology,"sigmod record ,",1998.0
14472,0,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","g gardarin , f sha , z tang",vldb,1996,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
14473,0,editor 's notes,l liu,sigmod record,2003,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
14475,0,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,a new perspective on rule support for object-oriented databases,"ea cm941 , l maugis , s chakravarthy","proceedings , international conference on management of",
14477,0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,"birch : an efficient data clustering method for very large databasesâ '' , jagadish hv , mumick is , eds","t zhang , r ramakrishnan , m livny",proceedings of the 1996 acm sigmod international conference,
14479,0,wrapper generation for semi-structured internet sources,"n ashish , c knoblock",sigmod record,1997,automatic composite wrapper generation for semi-structured biological data based on table structure,"l chen , n wang","sigmod record ,",2004.0
14483,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,query evaluation in deductive and object-oriented databases .,z xie,,
14484,0,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen",vldb,1994,integrating active concepts into an object-oriented database system .,acms anthology,,
14485,0,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999,estimating the selectivity of spatial queries using the,"a belussi , c faloutsos","correlation '' fractal dimension , '' proc . 21st vldb conf ,",
14488,0,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995,an annotated bibliography on object-orientation and deduction,s conrad,"sigmod record ,",1992.0
14491,0,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , ea","sigmod conference ,",2001.0
14493,0,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"s cha , s hwang , k kim , k kwon",vldb,2001,distributed cache coherence for large scale shared memory multiprocessor systems,"m thapar , b delagi","technical report ksl-89-83 , stanford university , december",
14494,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,fast algorithms for mining association rules and sequential patterns,r srikant,,1996.0
14496,0,editor 's notes,m franklin,sigmod record,2000,editor 's notes,r diem,"social studies and the young learner ,",
14498,0,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000,privacy preserving olap,"r agrawal , r srikant , d thomas","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
14503,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,cure : an efficient algorithm for clustering large databases,"s guha , r rastogi , k shim","proceedings of acm-sigmod 1998 international conference on & hellip ; ,",
14504,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,"role-based security , object oriented databases and separation of duty","m nyanchama , s osborn","acm sigmod record ,",1993.0
14505,1,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,1998,proximity search in databases . extended version,"r goldman , n shivakumar , s venkatasubramanian , h","technical report , stanford university . available at http : wwwdb .",
14506,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,nulls in relational databases : revised,r kocharekar,"acm sigmod record ,",1989.0
14507,0,database issues in telecommunications network management,i ahn,sigmod conference,1994,business process flow management and its application in the telecommunications management network,"mc shan , jw davis , w du , q chen",,
14509,0,editor 's notes,m franklin,sigmod record,1999,editor 's notes,nl smith,"new directions for program evaluation ,",1981.0
14510,0,editor 's notes,m franklin,sigmod record,2000,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
14512,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,a guided tour of relational databases and beyond,"m levene , g loizou",,1999.0
14515,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,fast algorithms for mining association rules in large databases,"r argrawal , r srikant",,1994.0
14518,1,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,"mining quantitative association rules in large relational tables , to appear in proc","r srikant , r agrawal",acm,
14520,0,content-based image indexing,t chiueh,vldb,1994,content-based image retrieval based on a fuzzy approach,r balasubramaniam,"ieee transactions on knowledge and data engineering ,",2004.0
14522,0,coordinating backup/recovery and data consistency between database and file systems,"s bhattacharya , c mohan , k brannon , i narang , h hsiao , m subramanian",sigmod conference,2002,concurrency control and recovery in database systems,"pa bernstein , v hadzilacos , n goodman",,1987.0
14523,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,information-theoretic tools for mining database structure from large data sets,"p andritsos , rj miller , p tsaparas",proc . of,2004.0
14524,0,towards an effective calculus for object query languages,"l fegaras , d maier",sigmod conference,1995,tractable query languages for complex object databases,s grumbach,,
14527,1,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic","sigmod conference ,",1997.0
14528,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining generalized association rules ( expanded version ),"r srikant , r agrawal","technical report rj9963 , ibm research division , almaden research",
14529,0,open issues in parallel query optimization,"w hasan , d florescu , p valduriez",sigmod record,1996,including group-by in query optimization,s chaudhuri,"vldb ,",1994.0
14531,1,change detection in hierarchically structured information,"s chawathe , a rajaraman , h garcia-molina , j widom",sigmod conference,1996,change detection in hierarchically structured information . available by anonymous ftp from db,"s chawathe , a rajaraman , h garcia-molina , j widom",,1995.0
14532,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,cost-based selection of path expression in object-oriented databases,"g gardarin , j gruser , z tang",proc . 22nd international conference on very large data bases,
14533,1,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,the aqua approximate query answering system,"s acharya , pb gibbons , v poosala , s ramaswamy","proceedings of the 1999 acm sigmod international conference & hellip ; ,",1999.0
14535,0,niagaracq : a scalable continuous query system for internet databases,"j chen , d dewitt , f tian , y wang",sigmod conference,2000,mercury : a scalable publish-subscribe system for internet games,"ar bharambe , s rao , s seshan","proceedings of the first workshop on network and system & hellip ; ,",2002.0
14536,0,disjunctive datalog,"t eiter , g gottlob , h mannila",acm trans . database syst .,1997,strong and weak constraints in disjunctive datalog,"f buccafurri , n leone , p rullo","proceedings of the 4th international conference on logic & hellip ; ,",1997.0
14539,0,"title , foreword",,,1994,foreword,"p liljestrã ¶ m , a sã ¶ nnerborg",,
14541,0,the x-tree : an index structure for high-dimensional data,"s berchtold , d keim , h kriegel",vldb,1996,the tv-tree : an index structure forhigh-dimensional data,"ki lin , h jagadish , c faloutsos","the vldb journal ,",
14542,1,publish/subscribe on the web at extreme speed,"j pereira , f fabret , f llirbat , r preotiuc-pietro , k ross , d shasha",vldb,2000,publish/subscribe on the web at extreme speed,"j pereira , f fabret , f llirbat , r preotiuc-pietro ,","vldb ,",2000.0
14543,1,sonar : system for optimized numeric associationrules,"t fukuda , y morimoto , s morishita , t tokuyama",sigmod conference,1996,system for optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the 1996 acm sigmod international conference & hellip ; ,",
14544,0,approximate query processing : taming the terabytes,"m garofalakis , p gibbons",vldb,2001,approximate query answering using histograms,"v poosala , v ganti , ye ioannidis",,
14547,0,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999,an algebra for semantic interoperation of semistructured data,"j jannink , p mitra , e neuhold , s pichai , r studer ,",,
14548,0,parallel database systems 101,j gray,sigmod conference,1995,parallel database systems : the future of high performance database processing,"m mehta , dj dewitt","proceedings of the 21st vldb conference ,",
14551,0,computing complete answers to queries in the presence of limited access patterns,c li,vldb j.,2003,on answering queries in the presence of limited access patterns,"c li , e chang",,
14552,0,structure and value synopses for xml data graphs,"n polyzotis , m garofalakis",vldb,2002,statistical synopses for graph-structured data,"n polyzotis , m garofalakis","proceedings of sigmod ,",
14557,0,query processing techniques for arrays,"a marathe , k salem",sigmod conference,1999,query processing in sensor networks,"y yao , j gehrke",,
14558,0,theory of answering queries using views,a halevy,sigmod record,2000,answering queries using views,"ay levy , ao mendelzon , y sagiv , d srivastava",,
14563,0,metadata for integrating speech documents in a text retrieval system,"u glavitsch , p schфuble , m wechsler",sigmod record,1994,integrating a structured-text retrieval system with an object-oriented database system,"tw yantt , j annevelinkt",,
14564,0,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,"s cha , s hwang , k kim , k kwon",vldb,2001,modeling and analysis of task migration in shared-memory multiprocessor computer systems,"rd nelson , ms squillante","proceedings of the 4th international workshop on modeling , & hellip ; ,",1996.0
14567,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,source identification in distributed parameter systems,"m skliar , wf ramirez","applied mathematics and computer science ,",1998.0
14568,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,the formalisation of rock & roll : a deductive object-oriented database system,"aaa fernandes , ml barja , nw paton , mh williams","information and software technology ,",1997.0
14569,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,performance enhancements to a relational database system,"m stonebraker , j woodfill , j ranstrom , m murphy , m","acm transactions on database systems ,",1983.0
14574,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,mining strong approximate dependencies from relational databases,"m delgado , m martãn - bautista , d sã ¡ nchez , m vila","proceedings of ipmu &#39; 2000 ,",
14575,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,hash based parallel algorithms for mining association rules,"t shintani , m kitsuregawa",,
14578,0,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,a high-performance distributed algorithm for mining association rules,"a schuster , r wolff , d trock","knowledge and information systems ,",2005.0
14579,1,joining ranked inputs in practice,"i ilyas , w aref , a elmagarmid",vldb,2002,joining ranked inputs in practice,"if ilyas , wg aref , ak elmagarmid","vldb ,",2002.0
14580,0,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,supporting multi-media object management in a relational database management system,lm haas,"technical report . ibm almaden research center ,",
14581,0,schemasql : an extension to sql for multidatabase interoperability,"l lakshmanan , f sadri , s subramanian",acm trans . database syst .,2001,schemasql : a language for interoperability in multiple relational databases,"lv lakshmanan , f sadri , in subramanian",,1996.0
14582,0,irisnet : an architecture for internet-scale sensing services,"s nath , a deshpande , y ke , p gibbons , b karp , s seshan",vldb,2003,architectures for internal web services deployment,o shmueli,"proceedings of the international conference on very large & hellip ; ,",2001.0
14584,0,guest editorial,,,2003,guest editor 's introduction,n verloop,"international journal of educational research ,",2001.0
14585,0,information management for genome level bioinformatics,,,2001,an approach to information management for cad/vlst applications,"d mcleod , k narayanawamy , k bapa rao","proc . sigmod conference on databases for engineering & hellip ; ,",
14588,1,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,"fast algorithms for mining association rules , proc","r agrawal , r srikant",vldb,
14590,0,foundations of preferences in database systems,w kieпling,vldb,2002,masking system crashes in database application programs,"jc freytag , f cristian","vldb ,",1987.0
14594,1,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,optimization of dynamic query evaluation plans,"rl cole , g graefe","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
14596,0,on the computation of relational view complements,"j lechtenbіrger , g vossen",acm trans . database syst .,2003,on the correct translation of update operations on relational views,"u dayal , pa bernstein","acm transactions on database systems ,",1982.0
14600,0,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,meta-functions and contexts in an object-oriented database language,m caruso,,
14601,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,load shedding in a data stream management system,"q jiang , s chakravarthy",,
14603,0,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,multimediaminer : a system prototype for multimedia data mining . proceedings of acm sigmod,"or zaiane , j han , zn li",,1998.0
14604,0,query optimization for selections using bitmaps,m wu,sigmod conference,1999,query optimization for an xml query language,"j mchugh , j widom","proc . sigmod conf ,",
14607,0,join queries with external text sources : execution and optimization techniques,"s chaudhuri , u dayal , t yan",sigmod conference,1995,optimization techniques for queries with expensive methods,jm hellerstein,"acm transactions on database systems ,",1998.0
14609,0,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996,a general framework for the optimization of object-oriented queries,"s cluet , c delobel","proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0
14610,0,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg , d keim",vldb,1999,"b } ohm b , kriegel hp ( 1998 ) the pyramidtechnique : towards breaking the curse of dimensionality",s berchtold,"proceedings of the 1998 acm sigmod international conference & hellip ; ,",
14611,0,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
14612,1,"temporal coalescing with now , granularity , and incomplete information",c dyreson,sigmod conference,2003,"temporal coalescing with now , incomplete information , and granularity",ce dyreson,proceedings of,
14613,1,agent-based semantic interoperability in infosleuth,"j fowler , b perry , m nodine , b bargmeyer",sigmod record,1999,agent-based semantic interoperability in infosleuth sigmod record 28 : 1,"j fowler , b perry , m nodine , b bargmeyer",,1999.0
14616,1,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa","sigmod conference ,",1998.0
14617,0,semantic and schematic similarities between database objects : a context-based approach,"v kashyap , a sheth",vldb j.,1996,semantic similarities between objects in multiple databases,"v kashyap , a sheth",,
14619,0,open object database management systems,,,1994,a study of index structures for main memory database management systems,tjlmj carey,"proceedings of the 12th vldb ,",
14620,0,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003",,,2003,data modeling of time-based media . in : proceedings of the 1994 acm sigmod international conference,"s gibbs , c breiteneder , d tsichritzis",,1994.0
14621,0,caching multidimensional queries using chunks,"p deshpande , k ramasamy , a shukla , j naughton",sigmod conference,1998,modeling multidimensional da [ abases,"r agrawal , a gupta , s sarawagi","technical report , ibm almaden research center , 650 harry road ,",
14624,0,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,idi : informative summarization of differences in multidimensional aggregates,s sarawagi,,
14625,0,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995,a model for schema evolution in object-oriented database systems,s monk,,
14627,0,guest editorial,,,2001,editorial,a dw,"artificial intelligence review ,",
14628,0,explaining differences in multidimensional aggregates,s sarawagi,vldb,1999,computation of multidimensional aggregates,"pm deshpande , s agarwal , jf naughton , r",,
14630,0,information systems research at rwth aachen,m jarke,sigmod record,1995,research and practice in federated information systems,"w hasselbring , wj van den heuvel , gj houben , rd","sigmod record ,",2000.0
14632,0,www-udk : a web-based environmental meta-information system,"r kramer , r nikolai , a koschel , c rolker , p lockemann , a keitel , r legat , k zirm",sigmod record,1997,ecobaseâ ?? database and web technologies for environmental information systems,"ak tanaka , p valduriez",,1999.0
14633,0,ensuring relaxed atomicity for flexible transactions in multidatabase systems,"a zhang , m nodine , b bhargava , o bukhres",sigmod conference,1994,abstractions for multimedia database systems,"t rakow , w klas , e neuhold",,
